Metric,Value
MAE (%),2.2523049265146255
RMSE (%),3.293877971321584
MAPE (%),2.3927080631256104
R2,0.424795925617218
MaxE (%),15.422272682189941
PICP (%),43.487262062223245
PINAW,0.1416400969028473
