Metric,Value
MAE (%),3.4628722816705704
RMSE (%),5.511787633783096
MAPE (%),3.809124708175659
R2,-0.6521248817443848
MaxE (%),22.987645864486694
PICP (%),13.563010935343456
PINAW,4.129258740492858e-11
